no;year;countyreal;lpop;lemp;first.treat;treat
12564;2006;39111;2.719978772;3.496507561;2007;1
12565;2007;39111;2.719978772;3.401197382;2007;1
12468;2003;39119;4.437756946;7.120444372;2007;1
12469;2004;39119;4.437756946;7.025538315;2007;1
12713;2005;39119;4.437756946;6.946013991;2007;1
12714;2006;39119;4.437756946;6.859614904;2007;1
12715;2007;39119;4.437756946;6.895682698;2007;1
12796;2003;39143;4.123773906;6.831953566;2007;1
12797;2004;39143;4.123773906;6.828712072;2007;1
12798;2005;39143;4.123773906;6.745236349;2007;1
12799;2006;39143;4.123773906;6.733401892;2007;1
12800;2007;39143;4.123773906;6.765038977;2007;1
12866;2003;39163;2.549913811;4.234106505;2007;1
12867;2004;39163;2.549913811;4.248495242;2007;1
12868;2005;39163;2.549913811;4.094344562;2007;1
12869;2006;39163;2.549913811;3.871201011;2007;1
12627;2007;39163;2.549913811;4.007333185;2007;1
12658;2003;39173;4.796327591;7.557994959;2007;1
12659;2004;39173;4.796327591;7.52131798;2007;1
12660;2005;39173;4.796327591;7.465082736;2007;1
12661;2006;39173;4.796327591;7.473637108;2007;1
12662;2007;39173;4.796327591;7.512617545;2007;1
13285;2003;40003;1.809108108;4.025351691;0;0
13286;2004;40003;1.809108108;3.761200116;0;0
13287;2005;40003;1.809108108;3.912023005;0;0
13288;2006;40003;1.809108108;3.850147602;0;0
13289;2007;40003;1.809108108;3.988984047;0;0
13198;2003;40013;3.598243334;6.177944114;0;0
13199;2004;40013;3.598243334;6.242223265;0;0
13200;2005;40013;3.598243334;6.280395839;0;0
13201;2006;40013;3.598243334;6.135564891;0;0
13202;2007;40013;3.598243334;6.192362489;0;0
13205;2003;40015;3.406184923;5.459585514;0;0
13206;2004;40015;3.406184923;5.278114659;0;0
13207;2005;40015;3.406184923;5.327876169;0;0
13208;2006;40015;3.406184923;5.411646052;0;0
13209;2007;40015;3.406184923;5.38907173;0;0
13212;2003;40017;4.473887691;7.121252453;0;0
13213;2004;40017;4.473887691;7.085901464;0;0
13214;2005;40017;4.473887691;7.00033446;0;0
13215;2006;40017;4.473887691;7.07834158;0;0
13216;2007;40017;4.473887691;7.090909822;0;0
13050;2003;40025;1.146767331;3.80666249;0;0
13038;2004;40025;1.146767331;3.583518938;0;0
13039;2005;40025;1.146767331;3.555348061;0;0
13044;2006;40025;1.146767331;3.931825633;0;0
13041;2007;40025;1.146767331;3.555348061;0;0
13086;2003;40039;3.263543216;6.045005314;0;0
13087;2004;40039;3.263543216;5.986452005;0;0
13088;2005;40039;3.263543216;5.899897354;0;0
13089;2006;40039;3.263543216;5.983936281;0;0
13090;2007;40039;3.263543216;6.023447593;0;0
13240;2003;40063;2.64999727;4.624972813;0;0
13241;2004;40063;2.64999727;4.454347296;0;0
13242;2005;40063;2.64999727;4.276666119;0;0
13243;2006;40063;2.64999727;4.110873864;0;0
13244;2007;40063;2.64999727;4.521788577;0;0
13505;2003;40069;2.352612587;4.49980967;0;0
13506;2004;40069;2.352612587;4.382026635;0;0
13507;2005;40069;2.352612587;4.189654742;0;0
13508;2006;40069;2.352612587;4.189654742;0;0
13509;2007;40069;2.352612587;4.663439094;0;0
13486;2003;40075;2.325031282;4.605170186;0;0
13487;2004;40075;2.325031282;4.382026635;0;0
13488;2005;40075;2.325031282;4.262679877;0;0
13489;2006;40075;2.325031282;4.262679877;0;0
13490;2007;40075;2.325031282;4.110873864;0;0
13433;2003;40083;3.524122728;5.655991811;0;0
13434;2004;40083;3.524122728;5.384495063;0;0
13435;2005;40083;3.524122728;5.429345629;0;0
13436;2006;40083;3.524122728;5.438079309;0;0
13437;2007;40083;3.524122728;5.472270674;0;0
13373;2003;40101;4.240621468;7.026426809;0;0
13374;2004;40101;4.240621468;6.794586581;0;0
13375;2005;40101;4.240621468;6.910750788;0;0
13376;2006;40101;4.240621468;6.951772164;0;0
13377;2007;40101;4.240621468;6.783325201;0;0
13314;2003;40119;4.222297927;6.960347729;0;0
13315;2004;40119;4.222297927;6.877296071;0;0
13316;2005;40119;4.222297927;6.720220155;0;0
13317;2006;40119;4.222297927;6.81014245;0;0
13318;2007;40119;4.222297927;6.836259277;0;0
13133;2003;40137;3.765423742;6.206575927;0;0
13134;2004;40137;3.765423742;6.171700597;0;0
13135;2005;40137;3.765423742;6.194405391;0;0
13257;2006;40137;3.765423742;6.302618976;0;0
13258;2007;40137;3.765423742;6.308098442;0;0
13275;2003;40143;6.333810571;9.275566157;0;0
13155;2004;40143;6.333810571;9.185022564;0;0
13156;2005;40143;6.333810571;9.213036734;0;0
13157;2006;40143;6.333810571;9.317758769;0;0
13158;2007;40143;6.333810571;9.361085259;0;0
13161;2003;40145;4.051628414;5.891644212;0;0
13162;2004;40145;4.051628414;5.85220248;0;0
13163;2005;40145;4.051628414;5.924255797;0;0
13164;2006;40145;4.051628414;6.00635316;0;0
13165;2007;40145;4.051628414;6.021023349;0;0
13189;2003;40153;2.917013689;5.733341277;0;0
13190;2004;40153;2.917013689;5.641907071;0;0
13191;2005;40153;2.917013689;5.726847748;0;0
13192;2006;40153;2.917013689;5.869296913;0;0
13193;2007;40153;2.917013689;5.950642553;0;0
14200;2003;45007;5.110420295;7.658699558;0;0
14201;2004;45007;5.110420295;7.6118424;0;0
14202;2005;45007;5.110420295;7.622174595;0;0
14203;2006;45007;5.110420295;7.658227526;0;0
14204;2007;45007;5.110420295;7.639642288;0;0
14086;2003;45009;2.812890582;5.030437921;0;0
14087;2004;45009;2.812890582;4.934473933;0;0
14088;2005;45009;2.812890582;5.129898715;0;0
14089;2006;45009;2.812890582;5.056245805;0;0
14090;2007;45009;2.812890582;5.141663557;0;0
14100;2003;45013;4.795269749;7.582229194;0;0
14101;2004;45013;4.795269749;7.570443252;0;0
14102;2005;45013;4.795269749;7.651120176;0;0
14103;2006;45013;4.795269749;7.74586823;0;0
14104;2007;45013;4.795269749;7.717796211;0;0
14359;2003;45017;2.720308098;4.219507705;0;0
14360;2004;45017;2.720308098;4.127134385;0;0
14361;2005;45017;2.720308098;4.143134726;0;0
14362;2006;45017;2.720308098;4.17438727;0;0
14363;2007;45017;2.720308098;4.234106505;0;0
14366;2003;45019;5.736472292;8.522379718;0;0
14367;2004;45019;5.736472292;8.509362612;0;0
14368;2005;45019;5.736472292;8.605753368;0;0
14329;2006;45019;5.736472292;8.700181193;0;0
14330;2007;45019;5.736472292;8.712924435;0;0
14259;2003;45023;3.528358527;5.347107531;0;0
14260;2004;45023;3.528358527;5.351858133;0;0
14261;2005;45023;3.528358527;5.356586275;0;0
14262;2006;45023;3.528358527;5.476463552;0;0
14263;2007;45023;3.528358527;5.525452939;0;0
14266;2003;45025;3.755790159;5.805134969;0;0
14267;2004;45025;3.755790159;5.733341277;0;0
14268;2005;45025;3.755790159;5.85220248;0;0
14269;2006;45025;3.755790159;5.783825182;0;0
14270;2007;45025;3.755790159;5.899897354;0;0
14349;2003;45037;3.20254317;5.099866428;0;0
14350;2004;45037;3.20254317;4.9698133;0;0
14351;2005;45037;3.20254317;5.030437921;0;0
14379;2006;45037;3.20254317;4.997212274;0;0
14380;2007;45037;3.20254317;5.272999559;0;0
14233;2003;45051;5.281318704;7.987864096;0;0
14234;2004;45051;5.281318704;7.974532844;0;0
14235;2005;45051;5.281318704;8.112827479;0;0
14236;2006;45051;5.281318704;8.199738961;0;0
14237;2007;45051;5.281318704;8.286521374;0;0
14247;2003;45055;3.963609257;6.177944114;0;0
14248;2004;45055;3.963609257;6.302618976;0;0
14249;2005;45055;3.963609257;6.408528791;0;0
14250;2006;45055;3.963609257;6.285998095;0;0
14251;2007;45055;3.963609257;6.381816017;0;0
14140;2003;45059;4.242290317;6.421622268;0;0
14141;2004;45059;4.242290317;6.257667588;0;0
14142;2005;45059;4.242290317;6.324358962;0;0
14143;2006;45059;4.242290317;6.356107661;0;0
14144;2007;45059;4.242290317;6.342121419;0;0
14168;2003;45067;3.568574491;5.690359454;0;0
14169;2004;45067;3.568574491;5.605802066;0;0
14170;2005;45067;3.568574491;5.613128106;0;0
14292;2006;45067;3.568574491;5.645446898;0;0
14293;2007;45067;3.568574491;5.638354669;0;0
14310;2003;45073;4.192907023;6.56526497;0;0
14311;2004;45073;4.192907023;6.432940093;0;0
14312;2005;45073;4.192907023;6.396929655;0;0
14313;2006;45073;4.192907023;6.418364936;0;0
14314;2007;45073;4.192907023;6.444131257;0;0
14093;2003;45081;2.953920206;5.049856007;0;0
14094;2004;45081;2.953920206;5.105945474;0;0
14095;2005;45081;2.953920206;5.153291594;0;0
14096;2006;45081;2.953920206;5.164785974;0;0
14070;2007;45081;2.953920206;5.111987788;0;0
14115;2003;45087;3.397222827;5.225746674;0;0
14116;2004;45087;3.397222827;5.017279837;0;0
14117;2005;45087;3.397222827;5.093750201;0;0
14118;2006;45087;3.397222827;5.327876169;0;0
14119;2007;45087;3.397222827;5.407171771;0;0
14535;2003;46013;3.568405301;6.749931194;0;0
14536;2004;46013;3.568405301;6.685860947;0;0
14537;2005;46013;3.568405301;6.701960366;0;0
14538;2006;46013;3.568405301;6.782192056;0;0
14539;2007;46013;3.568405301;6.786716951;0;0
14562;2003;46021;0.577736329;3.044522438;0;0
14563;2004;46021;0.577736329;2.995732274;0;0
14564;2005;46021;0.577736329;2.708050201;0;0
14565;2006;46021;0.577736329;2.708050201;0;0
14566;2007;46021;0.577736329;2.564949357;0;0
14469;2003;46029;3.254127132;6.616065185;0;0
14470;2004;46029;3.254127132;6.562444094;0;0
14471;2005;46029;3.254127132;6.624065228;0;0
14472;2006;46029;3.254127132;6.593044534;0;0
14716;2007;46029;3.254127132;6.572282543;0;0
14726;2003;46033;1.984443813;4.234106505;0;0
14727;2004;46033;1.984443813;4.189654742;0;0
14728;2005;46033;1.984443813;4.418840608;0;0
14729;2006;46033;1.984443813;4.477336814;0;0
14730;2007;46033;1.984443813;4.394449155;0;0
14768;2003;46047;2.008616636;4.605170186;0;0
14769;2004;46047;2.008616636;4.691347882;0;0
14770;2005;46047;2.008616636;4.532599493;0;0
14771;2006;46047;2.008616636;4.828313737;0;0
14772;2007;46047;2.008616636;4.836281907;0;0
14689;2003;46065;2.802208202;6.133398043;0;0
14690;2004;46065;2.802208202;6.126869184;0;0
14691;2005;46065;2.802208202;6.167516491;0;0
14692;2006;46065;2.802208202;6.135564891;0;0
14571;2007;46065;2.802208202;6.104793232;0;0
14595;2003;46075;0.176471143;3.496507561;0;0
14596;2004;46075;0.176471143;3.496507561;0;0
14597;2005;46075;0.176471143;3.258096538;0;0
14598;2006;46075;0.176471143;2.944438979;0;0
14599;2007;46075;0.176471143;3.17805383;0;0
14609;2003;46079;2.422676573;5.459585514;0;0
14610;2004;46079;2.422676573;5.313205979;0;0
14611;2005;46079;2.422676573;5.424950017;0;0
14612;2006;46079;2.422676573;5.303304908;0;0
14613;2007;46079;2.422676573;5.323009979;0;0
14665;2003;46095;0.733809162;2.397895273;0;0
14666;2004;46095;0.733809162;2.708050201;0;0
14667;2005;46095;0.733809162;2.833213344;0;0
14668;2006;46095;0.733809162;2.944438979;0;0
14669;2007;46095;0.733809162;3.36729583;0;0
14389;2003;46105;1.212833433;4.043051268;0;0
14390;2004;46105;1.212833433;4.025351691;0;0
14384;2005;46105;1.212833433;4.204692619;0;0
14392;2006;46105;1.212833433;4.17438727;0;0
14393;2007;46105;1.212833433;4.077537444;0;0
14403;2003;46109;2.304183814;5.147494477;0;0
14391;2004;46109;2.304183814;5.159055299;0;0
14473;2005;46109;2.304183814;5.247024072;0;0
14474;2006;46109;2.304183814;5.214935758;0;0
14475;2007;46109;2.304183814;5.129898715;0;0
14485;2003;46115;2.008750801;4.812184355;0;0
14486;2004;46115;2.008750801;4.912654886;0;0
14487;2005;46115;2.008750801;5.023880521;0;0
14488;2006;46115;2.008750801;5.087596335;0;0
14489;2007;46115;2.008750801;5.056245805;0;0
14499;2003;46119;0.442118426;2.833213344;0;0
14500;2004;46119;0.442118426;2.995732274;0;0
14501;2005;46119;0.442118426;2.708050201;0;0
14502;2006;46119;0.442118426;2.995732274;0;0
14503;2007;46119;0.442118426;2.890371758;0;0
14506;2003;46121;2.202764758;3.496507561;0;0
14507;2004;46121;2.202764758;3.761200116;0;0
14508;2005;46121;2.202764758;3.465735903;0;0
14509;2006;46121;2.202764758;3.583518938;0;0
14510;2007;46121;2.202764758;3.17805383;0;0
14919;2003;47005;2.805600295;5.068904202;0;0
14920;2004;47005;2.805600295;4.955827058;0;0
14921;2005;47005;2.805600295;4.990432587;0;0
14922;2006;47005;2.805600295;5.003946306;0;0
14923;2007;47005;2.805600295;4.941642423;0;0
14926;2003;47007;2.515031635;3.970291914;0;0
14927;2004;47007;2.515031635;3.850147602;0;0
14928;2005;47007;2.515031635;4.077537444;0;0
14929;2006;47007;2.515031635;3.931825633;0;0
14930;2007;47007;2.515031635;4.158883083;0;0
14933;2003;47009;4.661767887;6.943122423;0;0
14934;2004;47009;4.661767887;7.002155954;0;0
14814;2005;47009;4.661767887;7.068172;0;0
14815;2006;47009;4.661767887;7.120444372;0;0
14816;2007;47009;4.661767887;7.096721378;0;0
14826;2003;47013;3.685222777;5.537334267;0;0
14827;2004;47013;3.685222777;5.541263545;0;0
14828;2005;47013;3.685222777;5.683579767;0;0
14829;2006;47013;3.685222777;5.613128106;0;0
14830;2007;47013;3.685222777;5.655991811;0;0
15125;2003;47029;3.513483857;5.361292166;0;0
15126;2004;47029;3.513483857;5.236441963;0;0
15127;2005;47029;3.513483857;5.347107531;0;0
15128;2006;47029;3.513483857;5.323009979;0;0
15129;2007;47029;3.513483857;5.438079309;0;0
14945;2003;47047;3.360583699;5.068904202;0;0
14946;2004;47047;3.360583699;5.075173815;0;0
14947;2005;47047;3.360583699;5.147494477;0;0
14948;2006;47047;3.360583699;5.407171771;0;0
14949;2007;47047;3.360583699;5.480638923;0;0
15008;2003;47065;5.729762064;8.573195382;0;0
15009;2004;47065;5.729762064;8.603003848;0;0
15010;2005;47065;5.729762064;8.631949429;0;0
15011;2006;47065;5.729762064;8.557759153;0;0
15012;2007;47065;5.729762064;8.563695025;0;0
15036;2003;47073;3.980858531;6.126869184;0;0
15037;2004;47073;3.980858531;6.008813185;0;0
15038;2005;47073;3.980858531;5.934894196;0;0
15039;2006;47073;3.980858531;6.042632834;0;0
15040;2007;47073;3.980858531;5.937536205;0;0
14820;2003;47081;3.104362438;4.983606622;0;0
14821;2004;47081;3.104362438;4.852030264;0;0
14822;2005;47081;3.104362438;4.828313737;0;0
14796;2006;47081;3.104362438;4.890349128;0;0
14797;2007;47081;3.104362438;5.010635294;0;0
14877;2003;47097;3.299570628;4.736198448;0;0
14878;2004;47097;3.299570628;4.727387819;0;0
14879;2005;47097;3.299570628;4.521788577;0;0
14880;2006;47097;3.299570628;4.787491743;0;0
14881;2007;47097;3.299570628;4.882801923;0;0
14884;2003;47099;3.687027741;5.897153868;0;0
14885;2004;47099;3.687027741;5.918893854;0;0
14886;2005;47099;3.687027741;5.966146739;0;0
14887;2006;47099;3.687027741;5.966146739;0;0
14888;2007;47099;3.687027741;6.052089169;0;0
15343;2003;47125;4.903554782;7.316548177;0;0
15344;2004;47125;4.903554782;7.334981879;0;0
15345;2005;47125;4.903554782;7.388946098;0;0
15346;2006;47125;4.903554782;7.425953657;0;0
15347;2007;47125;4.903554782;7.51479976;0;0
15450;2003;47145;3.94951145;6.023447593;0;0
15451;2004;47145;3.94951145;6.102558595;0;0
15448;2005;47145;3.94951145;6.192362489;0;0
15452;2006;47145;3.94951145;6.079933195;0;0
15417;2007;47145;3.94951145;6.049733455;0;0
15211;2003;47157;6.799581922;9.486076373;0;0
15212;2004;47157;6.799581922;9.447702361;0;0
15213;2005;47157;6.799581922;9.406400455;0;0
15214;2006;47157;6.799581922;9.470317173;0;0
15215;2007;47157;6.799581922;9.52493211;0;0
15260;2003;47171;2.871698493;4.997212274;0;0
15261;2004;47171;2.871698493;4.691347882;0;0
15262;2005;47171;2.871698493;4.859812404;0;0
15263;2006;47171;2.871698493;4.890349128;0;0
15264;2007;47171;2.871698493;4.859812404;0;0
15388;2003;47173;2.879647795;4.510859507;0;0
15389;2004;47173;2.879647795;4.343805422;0;0
15390;2005;47173;2.879647795;4.33073334;0;0
15391;2006;47173;2.879647795;4.634728988;0;0
15392;2007;47173;2.879647795;4.454347296;0;0
15537;2003;48015;3.160822893;5.739792912;0;0
15498;2004;48015;3.160822893;5.866468057;0;0
15499;2005;48015;3.160822893;5.866468057;0;0
15500;2006;48015;3.160822893;5.899897354;0;0
15501;2007;48015;3.160822893;5.998936562;0;0
15633;2003;48019;2.870452457;4.753590191;0;0
15634;2004;48019;2.870452457;4.672828834;0;0
15635;2005;48019;2.870452457;4.836281907;0;0
15636;2006;48019;2.870452457;4.795790546;0;0
15637;2007;48019;2.870452457;4.795790546;0;0
15654;2003;48025;3.476892189;5.220355825;0;0
15655;2004;48025;3.476892189;5.241747015;0;0
15656;2005;48025;3.476892189;5.192956851;0;0
15657;2006;48025;3.476892189;5.365976015;0;0
15658;2007;48025;3.476892189;5.332718793;0;0
15554;2003;48031;2.13037227;4.574710979;0;0
15555;2004;48031;2.13037227;4.605170186;0;0
15556;2005;48031;2.13037227;4.418840608;0;0
15557;2006;48031;2.13037227;4.454347296;0;0
15558;2007;48031;2.13037227;4.59511985;0;0
15959;2003;48043;2.182223736;4.836281907;0;0
15960;2004;48043;2.182223736;4.890349128;0;0
15961;2005;48043;2.182223736;5.164785974;0;0
15962;2006;48043;2.182223736;5.327876169;0;0
15963;2007;48043;2.182223736;5.497168225;0;0
16000;2003;48055;3.4717801;5.351858133;0;0
16001;2004;48055;3.4717801;5.497168225;0;0
16002;2005;48055;3.4717801;5.379897354;0;0
16003;2006;48055;3.4717801;5.446737372;0;0
16004;2007;48055;3.4717801;5.433722004;0;0
16021;2003;48061;5.814807914;7.841492924;0;0
16022;2004;48061;5.814807914;7.816416984;0;0
16023;2005;48061;5.814807914;7.742402022;0;0
16024;2006;48061;5.814807914;7.818430272;0;0
16025;2007;48061;5.814807914;7.927685046;0;0
15699;2003;48073;3.842865835;6.352629396;0;0
15700;2004;48073;3.842865835;6.077642243;0;0
15701;2005;48073;3.842865835;6.194405391;0;0
15702;2006;48073;3.842865835;6.210600077;0;0
15703;2007;48073;3.842865835;6.226536669;0;0
15713;2003;48077;2.398440579;4.343805422;0;0
15714;2004;48077;2.398440579;4.110873864;0;0
15715;2005;48077;2.398440579;4.158883083;0;0
15716;2006;48077;2.398440579;3.912023005;0;0
15717;2007;48077;2.398440579;3.80666249;0;0
15596;2003;48113;7.704766406;10.44269653;0;0
15597;2004;48113;7.704766406;10.33912616;0;0
15598;2005;48113;7.704766406;10.33711891;0;0
15599;2006;48113;7.704766406;10.37847872;0;0
15600;2007;48113;7.704766406;10.43526221;0;0
15610;2003;48117;2.921062605;5.424950017;0;0
15611;2004;48117;2.921062605;5.283203729;0;0
15612;2005;48117;2.921062605;5.267858159;0;0
15613;2006;48117;2.921062605;5.463831805;0;0
15614;2007;48117;2.921062605;5.497168225;0;0
15624;2003;48121;6.070682299;8.623533227;0;0
15625;2004;48121;6.070682299;8.630343289;0;0
15626;2005;48121;6.070682299;8.682538124;0;0
15627;2006;48121;6.070682299;8.757311847;0;0
15628;2007;48121;6.070682299;8.809564253;0;0
16336;2003;48151;1.468795583;2.944438979;0;0
16337;2004;48151;1.468795583;2.995732274;0;0
16338;2005;48151;1.468795583;2.564949357;0;0
16339;2006;48151;1.468795583;2.995732274;0;0
16340;2007;48151;1.468795583;2.48490665;0;0
16049;2003;48173;0.340748793;2.397895273;0;0
16050;2004;48173;0.340748793;1.791759469;0;0
16051;2005;48173;0.340748793;1.945910149;0;0
16052;2006;48173;0.340748793;2.079441542;0;0
16053;2007;48173;0.340748793;1.386294361;0;0
15818;2003;48213;4.294246781;6.570882962;0;0
15819;2004;48213;4.294246781;6.473890696;0;0
15820;2005;48213;4.294246781;6.396929655;0;0
15821;2006;48213;4.294246781;6.495265556;0;0
15822;2007;48213;4.294246781;6.464588304;0;0
15846;2003;48221;3.716008122;6.23636959;0;0
15847;2004;48221;3.716008122;6.137727054;0;0
15848;2005;48221;3.716008122;6.056784013;0;0
15849;2006;48221;3.716008122;6.253828812;0;0
15850;2007;48221;3.716008122;6.363028104;0;0
15853;2003;48223;3.464485121;5.955837369;0;0
15854;2004;48223;3.464485121;5.918893854;0;0
15855;2005;48223;3.464485121;5.857933154;0;0
15856;2006;48223;3.464485121;5.950642553;0;0
15857;2007;48223;3.464485121;5.905361848;0;0
17146;2003;48245;5.529631448;8.01763716;0;0
17147;2004;48245;5.529631448;7.923348212;0;0
17148;2005;48245;5.529631448;8.091627412;0;0
17149;2006;48245;5.529631448;8.186185994;0;0
17150;2007;48245;5.529631448;8.173011312;0;0
17160;2003;48249;3.671885878;5.620400866;0;0
17161;2004;48249;3.671885878;5.762051383;0;0
17122;2005;48249;3.671885878;5.739792912;0;0
17123;2006;48249;3.671885878;5.786897381;0;0
17124;2007;48249;3.671885878;5.869296913;0;0
17189;2003;48271;1.217579808;2.63905733;0;0
17190;2004;48271;1.217579808;1.609437912;0;0
17191;2005;48271;1.217579808;1.609437912;0;0
17192;2006;48271;1.217579808;2.197224577;0;0
17202;2007;48271;1.217579808;2.302585093;0;0
17005;2003;48277;3.881543179;6.32256524;0;0
17006;2004;48277;3.881543179;6.240275845;0;0
17007;2005;48277;3.881543179;6.150602768;0;0
17008;2006;48277;3.881543179;6.376726948;0;0
17009;2007;48277;3.881543179;6.456769656;0;0
17054;2003;48291;4.250692826;6.265301213;0;0
17055;2004;48291;4.250692826;6.246106765;0;0
17056;2005;48291;4.250692826;6.196444128;0;0
17057;2006;48291;4.250692826;6.276643489;0;0
17058;2007;48291;4.250692826;6.289715571;0;0
17068;2003;48295;1.117434043;3.583518938;0;0
17069;2004;48295;1.117434043;3.912023005;0;0
17070;2005;48295;1.117434043;4.043051268;0;0
17071;2006;48295;1.117434043;3.988984047;0;0
17072;2007;48295;1.117434043;4.204692619;0;0
16859;2003;48305;1.87946505;3.784189634;0;0
16860;2004;48305;1.87946505;3.713572067;0;0
16861;2005;48305;1.87946505;3.80666249;0;0
16862;2006;48305;1.87946505;3.871201011;0;0
16863;2007;48305;1.87946505;2.995732274;0;0
16168;2003;48317;1.557302158;2.564949357;0;0
16169;2004;48317;1.557302158;1.098612289;0;0
16170;2005;48317;1.557302158;2.079441542;0;0
16171;2006;48317;1.557302158;1.386294361;0;0
16172;2007;48317;1.557302158;1.945910149;0;0
16189;2003;48323;3.856446869;5.789960171;0;0
16190;2004;48323;3.856446869;5.455321115;0;0
16191;2005;48323;3.856446869;5.501258211;0;0
16192;2006;48323;3.856446869;5.717027701;0;0
16193;2007;48323;3.856446869;5.916202063;0;0
16252;2003;48341;3.001764046;5.749392986;0;0
16253;2004;48341;3.001764046;5.59471138;0;0
16254;2005;48341;3.001764046;5.587248658;0;0
16255;2006;48341;3.001764046;5.693732139;0;0
16256;2007;48341;3.001764046;5.697093487;0;0
16287;2003;48351;2.712838718;3.33220451;0;0
16288;2004;48351;2.712838718;3.465735903;0;0
16289;2005;48351;2.712838718;3.80666249;0;0
16290;2006;48351;2.712838718;3.610917913;0;0
16291;2007;48351;2.712838718;3.828641396;0;0
16672;2003;48357;2.197891022;5.303304908;0;0
16673;2004;48357;2.197891022;5.236441963;0;0
16674;2005;48357;2.197891022;5.18178355;0;0
16675;2006;48357;2.197891022;5.252273428;0;0
16676;2007;48357;2.197891022;5.257495372;0;0
16693;2003;48363;3.296799366;5.613128106;0;0
16694;2004;48363;3.296799366;5.627621114;0;0
16695;2005;48363;3.296799366;5.673323267;0;0
16696;2006;48363;3.296799366;5.786897381;0;0
16697;2007;48363;3.296799366;5.789960171;0;0
16714;2003;48369;2.304183814;4.762173935;0;0
16715;2004;48369;2.304183814;4.882801923;0;0
16716;2005;48369;2.304183814;4.875197323;0;0
16717;2006;48369;2.304183814;4.779123493;0;0
16718;2007;48369;2.304183814;4.795790546;0;0
16399;2003;48383;1.201770381;3.433987204;0;0
16400;2004;48383;1.201770381;3.610917913;0;0
16401;2005;48383;1.201770381;3.295836866;0;0
16402;2006;48383;1.201770381;3.610917913;0;0
16403;2007;48383;1.201770381;3.761200116;0;0
16406;2003;48385;1.1141575;3.091042453;0;0
16407;2004;48385;1.1141575;2.708050201;0;0
16408;2005;48385;1.1141575;2.397895273;0;0
16409;2006;48385;1.1141575;2.708050201;0;0
16410;2007;48385;1.1141575;2.944438979;0;0
16448;2003;48397;3.763058852;6.555356892;0;0
16449;2004;48397;3.763058852;6.605297921;0;0
16450;2005;48397;3.763058852;6.688354714;0;0
16451;2006;48397;3.763058852;6.783325201;0;0
16452;2007;48397;3.763058852;6.938284484;0;0
16455;2003;48399;2.441912158;4.86753445;0;0
16456;2004;48399;2.441912158;4.753590191;0;0
16457;2005;48399;2.441912158;4.65396035;0;0
16458;2006;48399;2.441912158;4.624972813;0;0
16459;2007;48399;2.441912158;4.624972813;0;0
16490;2003;48409;4.206750203;6.12249281;0;0
16491;2004;48409;4.206750203;6.139884552;0;0
16492;2005;48409;4.206750203;6.196444128;0;0
16493;2006;48409;4.206750203;6.306275287;0;0
16494;2007;48409;4.206750203;6.388561406;0;0
16511;2003;48415;2.794900454;5.198497031;0;0
16512;2004;48415;2.794900454;5.030437921;0;0
16513;2005;48415;2.794900454;4.9698133;0;0
16514;2006;48415;2.794900454;5.075173815;0;0
16515;2007;48415;2.794900454;5.198497031;0;0
16518;2003;48417;1.194528345;3.583518938;0;0
16519;2004;48417;1.194528345;3.555348061;0;0
16520;2005;48417;1.194528345;3.663561646;0;0
16521;2006;48417;1.194528345;4.158883083;0;0
16522;2007;48417;1.194528345;3.931825633;0;0
16621;2003;48447;0.615185639;2.564949357;0;0
16622;2004;48447;0.615185639;2.197224577;0;0
16623;2005;48447;0.615185639;2.48490665;0;0
16624;2006;48447;0.615185639;2.48490665;0;0
16625;2007;48447;0.615185639;2.48490665;0;0
16913;2003;48461;1.224951211;2.772588722;0;0
16914;2004;48461;1.224951211;2.302585093;0;0
16915;2005;48461;1.224951211;2.772588722;0;0
16916;2006;48461;1.224951211;2.833213344;0;0
16917;2007;48461;1.224951211;2.564949357;0;0
16927;2003;48465;3.803457359;6.011267174;0;0
16928;2004;48465;3.803457359;5.823045895;0;0
16929;2005;48465;3.803457359;5.783825182;0;0
16930;2006;48465;3.803457359;5.805134969;0;0
16931;2007;48465;3.803457359;5.926926026;0;0
17090;2003;48477;3.413554056;6.324358962;0;0
17091;2004;48477;3.413554056;6.324358962;0;0
17092;2005;48477;3.413554056;6.232448017;0;0
17093;2006;48477;3.413554056;6.22059017;0;0
17094;2007;48477;3.413554056;6.396929655;0;0
16782;2003;48493;3.478405306;5.552959585;0;0
16783;2004;48493;3.478405306;5.509388337;0;0
16784;2005;48493;3.478405306;5.468060141;0;0
16785;2006;48493;3.478405306;5.733341277;0;0
16786;2007;48493;3.478405306;5.690359454;0;0
16817;2003;48503;2.887200067;5.480638923;0;0
16818;2004;48503;2.887200067;5.497168225;0;0
16819;2005;48503;2.887200067;5.513428746;0;0
16820;2006;48503;2.887200067;5.545177444;0;0
16821;2007;48503;2.887200067;5.513428746;0;0
16824;2003;48505;2.499959452;3.871201011;0;0
16825;2004;48505;2.499959452;4.127134385;0;0
16826;2005;48505;2.499959452;4.262679877;0;0
16827;2006;48505;2.499959452;4.394449155;0;0
16828;2007;48505;2.499959452;4.33073334;0;0
16831;2003;48507;2.451005098;3.401197382;0;0
16832;2004;48507;2.451005098;3.433987204;0;0
16833;2005;48507;2.451005098;3.33220451;0;0
16834;2006;48507;2.451005098;3.401197382;0;0
16835;2007;48507;2.451005098;3.555348061;0;0
17330;2003;49003;3.755252229;6.844815479;0;0
